0001 
001024 
1.00000000E+00 
000000  9.76562500E-04  -1.01489985E-01 -5.01539827E-01 -7.37874446E-01   1.76727388E-01 -4.62853339E-01 -4.41630921E-01 
000001  9.76562500E-04   4.26241437E-01  3.89272648E-01 -1.60218337E+00  -1.32539611E-01 -6.64054415E-01 -4.92212995E-02 
000002  9.76562500E-04  -7.07869489E-01  4.71969949E-01  1.16318840E+00   3.74136565E-03 -9.68539670E-02 -3.34961556E-01 
000003  9.76562500E-04   1.91734503E-01 -1.89750746E-01 -4.55850765E-01   2.39825399E-01 -1.79326867E-01 -4.14915239E-01 
000004  9.76562500E-04   1.32548248E-01 -4.25671733E-01  2.64434455E-01   6.38072816E-01  1.18329215E-01  2.04690064E-01 
000005  9.76562500E-04   3.24458007E-01 -5.71593742E-02  9.17354738E-01   5.37632306E-01 -1.58204438E-01 -6.30814023E-02 
000006  9.76562500E-04   1.12327115E+00  5.21257991E-01  4.58591759E-01   1.62059583E-01 -1.82237910E-01  3.42288663E-01 
000007  9.76562500E-04  -4.54266895E-01  3.63566297E-01 -2.03517332E-01   1.58361996E-01 -9.10735778E-02 -5.05804879E-01 
000008  9.76562500E-04  -6.15639800E-01  6.68289715E-02  7.51636457E-01  -8.94901773E-01 -5.84546395E-01  1.82264012E-01 
000009  9.76562500E-04  -6.56935377E-02 -5.29196372E-01  5.98513845E-01  -3.65654732E-01  1.10659684E-01  2.53219735E-02 
000010  9.76562500E-04  -4.23492543E-01  3.95009770E-01  9.32608925E-01  -9.64086692E-02 -5.25878893E-01 -9.97982873E-02 
000011  9.76562500E-04   1.61000106E+00 -1.66637481E+00 -1.83788479E+00   5.39812499E-01  5.77660003E-02  1.63711013E-02 
000012  9.76562500E-04  -2.00840485E+00 -5.20120892E-02  3.44815443E-01   2.06677206E-01 -3.16426261E-01  2.21802751E-01 
000013  9.76562500E-04   6.91599554E-01  9.82466829E-01 -1.21879667E+00   3.65085989E-01  3.34101977E-01 -1.23359654E-01 
000014  9.76562500E-04   3.40276485E-01 -7.45079772E-01 -6.18779485E-01   3.39839747E-01  1.87015764E-01 -3.81450278E-01 
000015  9.76562500E-04  -2.11745959E-01 -2.63594878E-01  4.13911883E-01  -6.06686997E-01 -9.72053287E-02 -1.17776479E-01 
000016  9.76562500E-04   2.03967138E-03  2.64601615E-01 -1.18740809E+00  -4.40120462E-01 -5.45352061E-02 -1.88196952E-01 
000017  9.76562500E-04   1.03125983E+00  1.08015574E+00  1.99966541E-01  -4.49848433E-02 -3.90992649E-01 -4.50280851E-01 
000018  9.76562500E-04   4.73664558E-02 -1.13598557E+00  2.53120580E-01  -1.70584086E-01 -2.71164342E-01 -2.28657205E-01 
